comment;cleaned;normalisasi;filtered;steming_data;sentiment
Prasaan rog9 belom pernah direview;prasaan rog belom pernah direview;['perasaan', 'rog', 'belum', 'pernah', 'direview'];['perasaan', 'rog', 'direview'];['asa', 'rog', 'direview'];netral
Lah vivo Iqoo z9;lah vivo iqoo z;['lah', 'vivo', 'iqoo', 'saja'];['vivo', 'iqoo'];['vivo', 'iqoo'];netral
Rekomendasi laptop buat lebaran dong bang;rekomendasi laptop buat lebaran dong bang;['rekomendasi', 'laptop', 'buat', 'lebaran', 'dong', 'abang'];['rekomendasi', 'laptop', 'lebaran', 'abang'];['rekomendasi', 'laptop', 'lebaran', 'abang'];netral
Bang cobain Infinix 50i dong;bang cobain infinix i dong;['abang', 'mencoba', 'infinix', 'i', 'dong'];['abang', 'mencoba', 'infinix', 'i'];['abang', 'coba', 'infinix', 'i'];netral
Infinix tuh ada iklan gak sih?;infinix tuh ada iklan gak sih;['infinix', 'tuh', 'ada', 'iklan', 'tidak', 'sih'];['infinix', 'tuh', 'iklan', 'sih'];['infinix', 'tuh', 'iklan', 'sih'];netral
Gk ada, kalo ada paling aplikasi Palm Store bawaan infinix;gk ada kalo ada paling aplikasi palm store bawaan infinix;['tidak', 'ada', 'kalau', 'ada', 'paling', 'aplikasi', 'palm', 'store', 'bawaan', 'infinix'];['aplikasi', 'palm', 'store', 'bawaan', 'infinix'];['aplikasi', 'palm', 'store', 'bawa', 'infinix'];netral
makasih koh david;makasih koh david;['terima kasih', 'koh', 'david'];['terima kasih', 'koh', 'david'];['terima kasih', 'koh', 'david'];netral
iqoo z9x 5g. 8/128. 2250🙏;iqoo zx g;['iqoo', 'zx', 'tidak'];['iqoo', 'zx'];['iqoo', 'zx'];netral
Njirrr 5.1😂😂;njirrr;['anjir'];['anjir'];['anjir'];netral
Iqoo kok gak di ajak bg padahal pengen beli;iqoo kok gak di ajak bg padahal pengen beli;['iqoo', 'kok', 'tidak', 'di', 'ajak', 'bang', 'padahal', 'pengin', 'beli'];['iqoo', 'ajak', 'bang', 'pengin', 'beli'];['iqoo', 'ajak', 'bang', 'pengin', 'beli'];netral
Pas nih, video nongol ketika lebaran kurang seminggu, sudah ga bingung lagi ketika memutuskan beli kopi Kapal Api;pas nih video nongol ketika lebaran kurang seminggu sudah ga bingung lagi ketika memutuskan beli kopi kapal api;['pas', 'nih', 'video', 'nongol', 'ketika', 'lebaran', 'kurang', 'seminggu', 'sudah', 'tidak', 'bingung', 'lagi', 'ketika', 'memutuskan', 'beli', 'kopi', 'kapal', 'api'];['pas', 'nih', 'video', 'nongol', 'lebaran', 'seminggu', 'bingung', 'memutuskan', 'beli', 'kopi', 'kapal', 'api'];['pas', 'nih', 'video', 'nongol', 'lebaran', 'minggu', 'bingung', 'putus', 'beli', 'kopi', 'kapal', 'api'];negatif
Entry di ambil transsion😬;entry di ambil transsion;['entry', 'di', 'ambil', 'transsion'];['entry', 'ambil', 'transsion'];['entry', 'ambil', 'transsion'];netral
Bang bagiin hpnya bang😂 yang gk dipakek;bang bagiin hpnya bang yang gk dipakek;['abang', 'membagikan', 'hpnya', 'abang', 'yang', 'tidak', 'dipakek'];['abang', 'membagikan', 'hpnya', 'abang', 'dipakek'];['abang', 'bagi', 'hpnya', 'abang', 'dipakek'];netral
hp second untuk lebaran bang 😅😅😅;hp second untuk lebaran bang;['hp', 'second', 'untuk', 'lebaran', 'abang'];['hp', 'second', 'lebaran', 'abang'];['hp', 'second', 'lebaran', 'abang'];netral
F6 Gak masuk kategori 😢;f gak masuk kategori;['f', 'tidak', 'masuk', 'kategori'];['f', 'masuk', 'kategori'];['f', 'masuk', 'kategori'];netral
Iya jir F6 terlupakan😢;iya jir f terlupakan;['iya', 'jir', 'f', 'terlupakan'];['iya', 'jir', 'f', 'terlupakan'];['iya', 'jir', 'f', 'lupa'];netral
"Tadi siang cekout Infinix note 50 pro di harga 2.766.000..
Ga mikir panjang.langsung gas";"tadi siang cekout infinix note  pro di harga 
ga mikir panjanglangsung gas";['tadi', 'siang', 'cekout', 'infinix', 'note', 'pro', 'di', 'harga', 'tidak', 'mikir', 'panjanglangsung', 'gas'];['siang', 'cekout', 'infinix', 'note', 'pro', 'harga', 'mikir', 'panjanglangsung', 'gas'];['siang', 'cekout', 'infinix', 'note', 'pro', 'harga', 'mikir', 'panjanglangsung', 'gas'];netral
Baru beli poco x7 pro asli recommend;baru beli poco x pro asli recommend;['baru', 'beli', 'poco', 'kali', 'pro', 'asli', 'recommend'];['beli', 'poco', 'kali', 'pro', 'asli', 'recommend'];['beli', 'poco', 'kali', 'pro', 'asli', 'recommend'];netral
realme gt7 gak pernah dibahas kenapa yaa bang?;realme gt gak pernah dibahas kenapa yaa bang;['realme', 'begitu', 'tidak', 'pernah', 'dibahas', 'kenapa', 'ya', 'abang'];['realme', 'dibahas', 'ya', 'abang'];['realme', 'bahas', 'ya', 'abang'];netral
Bang review a56 kapan bang;bang review a kapan bang;['abang', 'review', 'a', 'kapan', 'abang'];['abang', 'review', 'a', 'abang'];['abang', 'review', 'a', 'abang'];netral
poco f6 loh 3.9jt doang yg 512 loh;poco f loh jt doang yg  loh;['poco', 'f', 'loh', 'juta', 'doang', 'yang', 'loh'];['poco', 'f', 'loh', 'juta', 'doang', 'loh'];['poco', 'f', 'loh', 'juta', 'doang', 'loh'];netral
Akhirnya yg ditunggu2 semoga tahun ini bisa kebeli hp baru😊;akhirnya yg ditunggu semoga tahun ini bisa kebeli hp baru;['akhirnya', 'yang', 'ditunggu', 'semoga', 'tahun', 'ini', 'bisa', 'kebeli', 'hp', 'baru'];['ditunggu', 'semoga', 'kebeli', 'hp'];['tunggu', 'moga', 'kebel', 'hp'];netral
Beli HP apaan lu bro?;beli hp apaan lu bro;['beli', 'hp', 'apaan', 'kamu', 'bro'];['beli', 'hp', 'bro'];['beli', 'hp', 'bro'];netral
Beli hp apa, saya masih bingung 😂;beli hp apa saya masih bingung;['beli', 'hp', 'apa', 'saya', 'masih', 'bingung'];['beli', 'hp', 'bingung'];['beli', 'hp', 'bingung'];negatif
"Disatu sisi butuh hp untuk hp utama, pengennya yang awet dan juga aman nyaman
Di sisi lain kondisi keuangan dan ekonomi yang nggak stabil
Jadi bingung nih pertimbangannya";"disatu sisi butuh hp untuk hp utama pengennya yang awet dan juga aman nyaman
di sisi lain kondisi keuangan dan ekonomi yang nggak stabil
jadi bingung nih pertimbangannya";['disatu', 'sisi', 'butuh', 'hp', 'untuk', 'hp', 'utama', 'pengennya', 'yang', 'awet', 'dan', 'juga', 'aman', 'nyaman', 'di', 'sisi', 'lain', 'kondisi', 'keuangan', 'dan', 'ekonomi', 'yang', 'tidak', 'stabil', 'jadi', 'bingung', 'nih', 'pertimbangannya'];['disatu', 'sisi', 'butuh', 'hp', 'hp', 'utama', 'pengennya', 'awet', 'aman', 'nyaman', 'sisi', 'kondisi', 'keuangan', 'ekonomi', 'stabil', 'bingung', 'nih', 'pertimbangannya'];['satu', 'sisi', 'butuh', 'hp', 'hp', 'utama', 'ken', 'awet', 'aman', 'nyaman', 'sisi', 'kondisi', 'uang', 'ekonomi', 'stabil', 'bingung', 'nih', 'timbang'];positif
Alhamdulillah infinix hot 50 dan Xiaomi 14T punyaku 😅;alhamdulillah infinix hot  dan xiaomi t punyaku;['alhamdulillah', 'infinix', 'hot', 'dan', 'xiaomi', 't', 'punyaku'];['alhamdulillah', 'infinix', 'hot', 'xiaomi', 't', 'punyaku'];['alhamdulillah', 'infinix', 'hot', 'xiaomi', 't', 'punya'];netral
12:20 aduuu sarkasnya kerasa sampe ribuan kilometer ini bang 😂;aduuu sarkasnya kerasa sampe ribuan kilometer ini bang;['aduuu', 'sarkasnya', 'kerasa', 'sampai', 'ribuan', 'kilometer', 'ini', 'abang'];['aduuu', 'sarkasnya', 'kerasa', 'ribuan', 'kilometer', 'abang'];['aduuu', 'sarkasnya', 'rasa', 'ribu', 'kilometer', 'abang'];netral
masih pake infinix note 30 😅;masih pake infinix note;['masih', 'pakai', 'infinix', 'note'];['pakai', 'infinix', 'note'];['pakai', 'infinix', 'note'];netral
Samsung A56 pasti bezel tebal 😂;samsung a pasti bezel tebal;['samsung', 'a', 'pasti', 'bezel', 'tebal'];['samsung', 'a', 'bezel', 'tebal'];['samsung', 'a', 'bezel', 'tebal'];positif
udah gitu no microsd. Padahal ada varian 128GB paling rendahnya;udah gitu no microsd padahal ada varian gb paling rendahnya;['sudah', 'begitu', 'no', 'microsd', 'padahal', 'ada', 'varian', 'gb', 'paling', 'rendahnya'];['no', 'microsd', 'varian', 'gb', 'rendahnya'];['no', 'microsd', 'varian', 'gb', 'rendah'];negatif
di tambah pelit charger, sma aksesoris lg.. mana harga charger 550k;di tambah pelit charger sma aksesoris lg mana harga charger k;['di', 'tambah', 'pelit', 'charger', 'sama', 'aksesoris', 'lagi', 'mana', 'harga', 'charger', 'ke'];['pelit', 'charger', 'aksesoris', 'harga', 'charger'];['pelit', 'charger', 'aksesoris', 'harga', 'charger'];negatif
Bagi 1 hpnya bang the lebaran😅;bagi  hpnya bang the lebaran;['bagi', 'hpnya', 'abang', 'the', 'lebaran'];['hpnya', 'abang', 'the', 'lebaran'];['hpnya', 'abang', 'the', 'lebaran'];netral
Bang, bahas Xiaomi Pad 7 dong..,;bang bahas xiaomi pad  dong;['abang', 'bahas', 'xiaomi', 'pad', 'dong'];['abang', 'bahas', 'xiaomi', 'pad'];['abang', 'bahas', 'xiaomi', 'pad'];netral
Iphone 16e bagaimana bang?😂;iphone e bagaimana bang;['iphone', 'e', 'bagaimana', 'abang'];['iphone', 'e', 'abang'];['iphone', 'e', 'abang'];netral
Saya beli yang Tecno spark 30 pro karena ada Collab sama Transformer 😂;saya beli yang tecno spark  pro karena ada collab sama transformer;['saya', 'beli', 'yang', 'tecno', 'spark', 'pro', 'karena', 'ada', 'collab', 'sama', 'transformer'];['beli', 'tecno', 'spark', 'pro', 'collab', 'transformer'];['beli', 'tecno', 'spark', 'pro', 'collab', 'transformer'];netral
Nonton pake ip 14 pro grgr dipuja puji bgt waktu dinamic island keluar ama gadget in wkwkkw;nonton pake ip  pro grgr dipuja puji bgt waktu dinamic island keluar ama gadget in wkwkkw;['menonton', 'pakai', 'ip', 'pro', 'gara-gara', 'dipuja', 'puji', 'banget', 'waktu', 'dinamic', 'island', 'keluar', 'sama', 'gadget', 'ini', 'wkwkkw'];['menonton', 'pakai', 'ip', 'pro', 'gara-gara', 'dipuja', 'puji', 'banget', 'dinamic', 'island', 'gadget', 'wkwkkw'];['tonton', 'pakai', 'ip', 'pro', 'gara-gara', 'puja', 'puji', 'banget', 'dinamic', 'island', 'gadget', 'wkwkkw'];netral
Bang request dong, rate hape samsung terbaik di setiap range harganya;bang request dong rate hape samsung terbaik di setiap range harganya;['abang', 'request', 'dong', 'rate', 'hape', 'samsung', 'terbaik', 'di', 'setiap', 'range', 'harganya'];['abang', 'request', 'rate', 'hape', 'samsung', 'terbaik', 'range', 'harganya'];['abang', 'request', 'rate', 'hape', 'samsung', 'baik', 'range', 'harga'];netral
Poco f5 jual ni seger, cuma buka dari box ga dipake🎉;poco f jual ni seger cuma buka dari box ga dipake;['poco', 'f', 'jual', 'nih', 'segar', 'cuma', 'buka', 'dari', 'box', 'tidak', 'dipakai'];['poco', 'f', 'jual', 'nih', 'segar', 'buka', 'box', 'dipakai'];['poco', 'f', 'jual', 'nih', 'segar', 'buka', 'box', 'pakai'];positif
Alhamdulillah udah co camon40 tinggal nunggu datang😊;alhamdulillah udah co camon tinggal nunggu datang;['alhamdulillah', 'sudah', 'cowok', 'camon', 'tinggal', 'menunggu', 'datang'];['alhamdulillah', 'cowok', 'camon', 'tinggal', 'menunggu'];['alhamdulillah', 'cowok', 'camon', 'tinggal', 'tunggu'];netral
bang rekom tablet dong;bang rekom tablet dong;['abang', 'rekom', 'tablet', 'dong'];['abang', 'rekom', 'tablet'];['abang', 'rekom', 'tablet'];netral
Bang ada info nubia neo 3 5g  hadir  di indo keburu thr habis😂😂😂😂;bang ada info nubia neo  g  hadir  di indo keburu thr habis;['abang', 'ada', 'info', 'nubia', 'neo', 'tidak', 'hadir', 'di', 'indonesia', 'keburu', 'thr', 'habis'];['abang', 'info', 'nubia', 'neo', 'hadir', 'indonesia', 'keburu', 'thr', 'habis'];['abang', 'info', 'nubia', 'neo', 'hadir', 'indonesia', 'keburu', 'thr', 'habis'];netral
Coba kata HP ganti FILM di menit 1.52, pasti lebih seru 😂😂😂;coba kata hp ganti film di menit  pasti lebih seru;['coba', 'kata', 'hp', 'ganti', 'film', 'di', 'menit', 'pasti', 'lebih', 'seru'];['coba', 'hp', 'ganti', 'film', 'menit', 'seru'];['coba', 'hp', 'ganti', 'film', 'menit', 'seru'];netral
Bang coba bahas samsung a06 5g;bang coba bahas samsung a g;['abang', 'coba', 'bahas', 'samsung', 'a', 'tidak'];['abang', 'coba', 'bahas', 'samsung', 'a'];['abang', 'coba', 'bahas', 'samsung', 'a'];netral
Samsung a56 kapan bang?;samsung a kapan bang;['samsung', 'a', 'kapan', 'abang'];['samsung', 'a', 'abang'];['samsung', 'a', 'abang'];netral
telat 1 jam bg video nya 🥲;telat  jam bg video nya;['telat', 'jam', 'bang', 'video', 'ya'];['telat', 'jam', 'bang', 'video', 'ya'];['telat', 'jam', 'bang', 'video', 'ya'];negatif
Masih stay pake redmi 9 moga nanti ada rezeki dan bisa Upgrade;masih stay pake redmi  moga nanti ada rezeki dan bisa upgrade;['masih', 'stay', 'pakai', 'redmi', 'moga', 'nanti', 'ada', 'rezeki', 'dan', 'bisa', 'upgrade'];['stay', 'pakai', 'redmi', 'moga', 'rezeki', 'upgrade'];['stay', 'pakai', 'redmi', 'moga', 'rezeki', 'upgrade'];netral
Emang GG sih si find x8 bener² all rouded paling yg kurang cuma di video potrait yg cuma bisa 1080p 30fps aja;emang gg sih si find x bener all rouded paling yg kurang cuma di video potrait yg cuma bisa p fps aja;['memang', 'tidak', 'sih', 'sih', 'find', 'kali', 'benar', 'all', 'rouded', 'paling', 'yang', 'kurang', 'cuma', 'di', 'video', 'potrait', 'yang', 'cuma', 'bisa', 'p', 'fps', 'saja'];['sih', 'sih', 'find', 'kali', 'all', 'rouded', 'video', 'potrait', 'p', 'fps'];['sih', 'sih', 'find', 'kali', 'all', 'rouded', 'video', 'potrait', 'p', 'fps'];netral
Ngeri bgt pra pro semua;ngeri bgt pra pro semua;['ngeri', 'banget', 'pra', 'pro', 'semua'];['ngeri', 'banget', 'pra', 'pro'];['ngeri', 'banget', 'pra', 'pro'];negatif
Bang saran hp samsung yang spek nya bagus tapi murah;bang saran hp samsung yang spek nya bagus tapi murah;['abang', 'saran', 'hp', 'samsung', 'yang', 'spek', 'ya', 'bagus', 'tapi', 'murah'];['abang', 'saran', 'hp', 'samsung', 'spek', 'ya', 'bagus', 'murah'];['abang', 'saran', 'hp', 'samsung', 'spek', 'ya', 'bagus', 'murah'];positif
J2 prime kok gak masuk rekomensi;j prime kok gak masuk rekomensi;['saja', 'prime', 'kok', 'tidak', 'masuk', 'rekomensi'];['prime', 'masuk', 'rekomensi'];['prime', 'masuk', 'rekomensi'];netral
Req, rekomendasi laptop bang david;req rekomendasi laptop bang david;['req', 'rekomendasi', 'laptop', 'abang', 'david'];['req', 'rekomendasi', 'laptop', 'abang', 'david'];['req', 'rekomendasi', 'laptop', 'abang', 'david'];netral
oppo gak di ajak bang😂😂😂;oppo gak di ajak bang;['oppo', 'tidak', 'di', 'ajak', 'abang'];['oppo', 'ajak', 'abang'];['oppo', 'ajak', 'abang'];netral
"Infinix note 40 ama 50 , 50 pro
Yang buat gaming bagusan mana 🤔";"infinix note  ama    pro
yang buat gaming bagusan mana";['infinix', 'note', 'sama', 'pro', 'yang', 'buat', 'gaming', 'bagusan', 'mana'];['infinix', 'note', 'pro', 'gaming', 'bagusan'];['infinix', 'note', 'pro', 'gaming', 'bagus'];netral
Sama aja secara performa G99/G100;sama aja secara performa gg;['sama', 'saja', 'secara', 'performa', 'tidak'];['performa'];['performa'];netral
​@@bsw_idya lebih recommend yang mana;lebih recommend yang mana;['lebih', 'recommend', 'yang', 'mana'];['recommend'];['recommend'];netral
Itel p55 5g lah;itel p g lah;['itel', 'p', 'tidak', 'lah'];['itel', 'p'];['itel', 'p'];netral
Berasa benget kapalnya.;berasa benget kapalnya;['berasa', 'benget', 'kapalnya'];['berasa', 'benget', 'kapalnya'];['asa', 'benget', 'kapal'];netral
David Infinix Note 50 Pro vs Tecno Camon 40, mana yang lebih baik?;david infinix note  pro vs tecno camon  mana yang lebih baik;['david', 'infinix', 'note', 'pro', 'vs', 'tecno', 'camon', 'mana', 'yang', 'lebih', 'baik'];['david', 'infinix', 'note', 'pro', 'vs', 'tecno', 'camon'];['david', 'infinix', 'note', 'pro', 'vs', 'tecno', 'camon'];netral
Tim pengen doang ga bisa beli kumpul;tim pengen doang ga bisa beli kumpul;['tim', 'pengin', 'doang', 'tidak', 'bisa', 'beli', 'kumpul'];['tim', 'pengin', 'doang', 'beli', 'kumpul'];['tim', 'pengin', 'doang', 'beli', 'kumpul'];netral
Itu figur / nendoroid Jean ya? 6:27;itu figur  nendoroid jean ya;['itu', 'figur', 'nendoroid', 'jean', 'ya'];['figur', 'nendoroid', 'jean', 'ya'];['figur', 'nendoroid', 'jean', 'ya'];netral
ini nih yang ditunggu;ini nih yang ditunggu;['ini', 'nih', 'yang', 'ditunggu'];['nih', 'ditunggu'];['nih', 'tunggu'];netral
Samsung a56 gak di masukin yah bang;samsung a gak di masukin yah bang;['samsung', 'a', 'tidak', 'di', 'memasuki', 'ya', 'abang'];['samsung', 'a', 'memasuki', 'ya', 'abang'];['samsung', 'a', 'pasuk', 'ya', 'abang'];netral
Baru kali ini liat david mikir untuk rekom hp 2 jt 😂;baru kali ini liat david mikir untuk rekom hp  jt;['baru', 'kali', 'ini', 'lihat', 'david', 'mikir', 'untuk', 'rekom', 'hp', 'juta'];['kali', 'lihat', 'david', 'mikir', 'rekom', 'hp', 'juta'];['kali', 'lihat', 'david', 'mikir', 'rekom', 'hp', 'juta'];netral
Redmi 14 c target saya gajian ini insyaallah saya beli 8/256 harga disini 1,6jt,karna saya pecinta xiaomi  dari awal pake xiaomi 4a sekarang pake xiaomi 9c sudah 5 tahun,aman aman aja cuma minusnya tombol on/off sama tombol volume sering masuk kedalam alias jadi keras 😂;redmi  c target saya gajian ini insyaallah saya beli  harga disini jtkarna saya pecinta xiaomi  dari awal pake xiaomi a sekarang pake xiaomi c sudah  tahunaman aman aja cuma minusnya tombol onoff sama tombol volume sering masuk kedalam alias jadi keras;['redmi', 'sih', 'target', 'saya', 'gajian', 'ini', 'insyaallah', 'saya', 'beli', 'harga', 'disini', 'jtkarna', 'saya', 'pecinta', 'xiaomi', 'dari', 'awal', 'pakai', 'xiaomi', 'a', 'sekarang', 'pakai', 'xiaomi', 'sih', 'sudah', 'tahunaman', 'aman', 'saja', 'cuma', 'minusnya', 'tombol', 'onoff', 'sama', 'tombol', 'volume', 'sering', 'masuk', 'kedalam', 'alias', 'jadi', 'keras'];['redmi', 'sih', 'target', 'gajian', 'insyaallah', 'beli', 'harga', 'jtkarna', 'pecinta', 'xiaomi', 'pakai', 'xiaomi', 'a', 'pakai', 'xiaomi', 'sih', 'tahunaman', 'aman', 'minusnya', 'tombol', 'onoff', 'tombol', 'volume', 'masuk', 'kedalam', 'alias', 'keras'];['redmi', 'sih', 'target', 'gaji', 'insyaallah', 'beli', 'harga', 'jtkarna', 'cinta', 'xiaomi', 'pakai', 'xiaomi', 'a', 'pakai', 'xiaomi', 'sih', 'tahunaman', 'aman', 'minus', 'tombol', 'onoff', 'tombol', 'volume', 'masuk', 'dalam', 'alias', 'keras'];netral
alhamdulillah udah kebeli infinik gt 20 pro, krena hp yg sebelum nya hilang😊;alhamdulillah udah kebeli infinik gt  pro krena hp yg sebelum nya hilang;['alhamdulillah', 'sudah', 'kebeli', 'infinik', 'begitu', 'pro', 'karena', 'hp', 'yang', 'sebelum', 'ya', 'hilang'];['alhamdulillah', 'kebeli', 'infinik', 'pro', 'hp', 'ya', 'hilang'];['alhamdulillah', 'kebel', 'infinik', 'pro', 'hp', 'ya', 'hilang'];netral
Hp bagus buat orang tua apa yh cocok buat jangka panjang;hp bagus buat orang tua apa yh cocok buat jangka panjang;['hp', 'bagus', 'buat', 'orang', 'tua', 'apa', 'ya', 'cocok', 'buat', 'jangka', 'panjang'];['hp', 'bagus', 'orang', 'tua', 'ya', 'cocok', 'jangka'];['hp', 'bagus', 'orang', 'tua', 'ya', 'cocok', 'jangka'];positif
Ambil merk samsung aja bro kalo buat orang tua. UI nya gk ribet no iklan;ambil merk samsung aja bro kalo buat orang tua ui nya gk ribet no iklan;['ambil', 'merk', 'samsung', 'saja', 'bro', 'kalau', 'buat', 'orang', 'tua', 'ui', 'ya', 'tidak', 'ribet', 'no', 'iklan'];['ambil', 'merk', 'samsung', 'bro', 'orang', 'tua', 'ui', 'ya', 'ribet', 'no', 'iklan'];['ambil', 'merk', 'samsung', 'bro', 'orang', 'tua', 'ui', 'ya', 'ribet', 'no', 'iklan'];netral
@@bsw_id ss apa yg bagus tahun ini under 3jtan;ss apa yg bagus tahun ini under jtan;['ss', 'apa', 'yang', 'bagus', 'tahun', 'ini', 'under', 'jtan'];['ss', 'bagus', 'under', 'jtan'];['ss', 'bagus', 'under', 'jtan'];netral
Poco X7 pro 4.0-4.3 gess😂;poco x pro  gess;['poco', 'kali', 'pro', 'gess'];['poco', 'kali', 'pro', 'gess'];['poco', 'kali', 'pro', 'gess'];netral
F6 di 3.6-4.2🗿;f di;['f', 'di'];['f'];['f'];netral
Tim selalu nonton walaupun gak ada rencana ganti hape😅;tim selalu nonton walaupun gak ada rencana ganti hape;['tim', 'selalu', 'menonton', 'walaupun', 'tidak', 'ada', 'rencana', 'ganti', 'hape'];['tim', 'menonton', 'rencana', 'ganti', 'hape'];['tim', 'tonton', 'rencana', 'ganti', 'hape'];netral
numpang nanyaa, buat main genshin wuwa mending beli tab poco pad/huawei matepad 11,5s atau nambah budget beli laptop huawei? atau nambah budget lagi ipad air 5?;numpang nanyaa buat main genshin wuwa mending beli tab poco padhuawei matepad s atau nambah budget beli laptop huawei atau nambah budget lagi ipad air;['numpang', 'nanyaa', 'buat', 'main', 'genshin', 'wuwa', 'mending', 'beli', 'tab', 'poco', 'padhuawei', 'matepad', 'si', 'atau', 'menambah', 'budget', 'beli', 'laptop', 'huawei', 'atau', 'menambah', 'budget', 'lagi', 'ipad', 'air'];['numpang', 'nanyaa', 'main', 'genshin', 'wuwa', 'mending', 'beli', 'tab', 'poco', 'padhuawei', 'matepad', 'si', 'menambah', 'budget', 'beli', 'laptop', 'huawei', 'menambah', 'budget', 'ipad', 'air'];['numpang', 'nanyaa', 'main', 'genshin', 'wuwa', 'mending', 'beli', 'tab', 'poco', 'padhuawei', 'matepad', 'si', 'tambah', 'budget', 'beli', 'laptop', 'huawei', 'tambah', 'budget', 'ipad', 'air'];positif
poco m6pro ga masuk ni??;poco mpro ga masuk ni;['poco', 'mpro', 'tidak', 'masuk', 'nih'];['poco', 'mpro', 'masuk', 'nih'];['poco', 'mpro', 'masuk', 'nih'];netral
Keluaran lama ga masuk;keluaran lama ga masuk;['keluaran', 'lama', 'tidak', 'masuk'];['keluaran', 'masuk'];['keluar', 'masuk'];netral
Saya baru beli Infinix Note 50 Pro 2,6jt dari temen saya, dan lumayan performanya;saya baru beli infinix note  pro jt dari temen saya dan lumayan performanya;['saya', 'baru', 'beli', 'infinix', 'note', 'pro', 'juta', 'dari', 'teman', 'saya', 'dan', 'lumayan', 'performanya'];['beli', 'infinix', 'note', 'pro', 'juta', 'teman', 'lumayan', 'performanya'];['beli', 'infinix', 'note', 'pro', 'juta', 'teman', 'lumayan', 'performa'];netral
ajarin dong spi-n nya suhu ✌𝐉𝗣𝗧𝗢𝗚𝗘𝗟 - 77✌;ajarin dong spin nya suhu;['ajarkan', 'dong', 'spin', 'ya', 'suhu'];['ajarkan', 'spin', 'ya', 'suhu'];['ajar', 'spin', 'ya', 'suhu'];netral
suhu2 gimana cara daftar ✌𝐉𝗣𝗧𝗢𝗚𝗘𝗟 - 77✌;suhu gimana cara daftar;['suhu', 'bagaimana', 'cara', 'daftar'];['suhu', 'daftar'];['suhu', 'daftar'];netral
"Bagi gw antara Xiaomi 15 dengan Oppo X8, Oppo terlalu banyak minusnya dimasalah hardware. 
Apalagi bagian tipe usbnya dan SOC yg kedepannya suka mentok ga dapet update terbaru karena dipastikan sulit ada custom Rom. 
Apalagi harganya yg mahal hampir setara Samsung yang dibandingin jg bagusan Samsung S25.
Tapi ya itu seperti kata bang David, ColorOS terlalu OP. Bahkan OneUI 7 ga seenak itu.";"bagi gw antara xiaomi  dengan oppo x oppo terlalu banyak minusnya dimasalah hardware 
apalagi bagian tipe usbnya dan soc yg kedepannya suka mentok ga dapet update terbaru karena dipastikan sulit ada custom rom 
apalagi harganya yg mahal hampir setara samsung yang dibandingin jg bagusan samsung s
tapi ya itu seperti kata bang david coloros terlalu op bahkan oneui  ga seenak itu";['bagi', 'gue', 'antara', 'xiaomi', 'dengan', 'oppo', 'kali', 'oppo', 'terlalu', 'banyak', 'minusnya', 'dimasalah', 'hardware', 'apalagi', 'bagian', 'tipe', 'usbnya', 'dan', 'soc', 'yang', 'kedepannya', 'suka', 'mentok', 'tidak', 'dapat', 'update', 'terbaru', 'karena', 'dipastikan', 'sulit', 'ada', 'custom', 'rom', 'apalagi', 'harganya', 'yang', 'mahal', 'hampir', 'setara', 'samsung', 'yang', 'dibandingin', 'juga', 'bagusan', 'samsung', 'si', 'tapi', 'ya', 'itu', 'seperti', 'kata', 'abang', 'david', 'coloros', 'terlalu', 'op', 'bahkan', 'oneui', 'tidak', 'seenak', 'itu'];['gue', 'xiaomi', 'oppo', 'kali', 'oppo', 'minusnya', 'dimasalah', 'hardware', 'tipe', 'usbnya', 'soc', 'kedepannya', 'suka', 'mentok', 'update', 'terbaru', 'sulit', 'custom', 'rom', 'harganya', 'mahal', 'setara', 'samsung', 'dibandingin', 'bagusan', 'samsung', 'si', 'ya', 'abang', 'david', 'coloros', 'op', 'oneui', 'seenak'];['gue', 'xiaomi', 'oppo', 'kali', 'oppo', 'minus', 'masa', 'hardware', 'tipe', 'usbnya', 'soc', 'depan', 'suka', 'mentok', 'update', 'baru', 'sulit', 'custom', 'rom', 'harga', 'mahal', 'tara', 'samsung', 'dibandingin', 'bagus', 'samsung', 'si', 'ya', 'abang', 'david', 'coloros', 'op', 'oneui', 'enak'];negatif
Mending Samsung❤;mending samsung;['mending', 'samsung'];['mending', 'samsung'];['mending', 'samsung'];positif
Mohon maaf bg pengen nanya kok oppo A5 Pro ga ada yah padahal udah ada di pasaran? 🙏;mohon maaf bg pengen nanya kok oppo a pro ga ada yah padahal udah ada di pasaran;['mohon', 'maaf', 'bang', 'pengin', 'bertanya', 'kok', 'oppo', 'a', 'pro', 'tidak', 'ada', 'ya', 'padahal', 'sudah', 'ada', 'di', 'pasaran'];['mohon', 'maaf', 'bang', 'pengin', 'oppo', 'a', 'pro', 'ya', 'pasaran'];['mohon', 'maaf', 'bang', 'pengin', 'oppo', 'a', 'pro', 'ya', 'pasar'];netral
Lah xiaomi 14T ga disebut nih? Wkwkwk;lah xiaomi t ga disebut nih wkwkwk;['lah', 'xiaomi', 't', 'tidak', 'disebut', 'nih', 'wkwkwk'];['xiaomi', 't', 'nih', 'wkwkwk'];['xiaomi', 't', 'nih', 'wkwkwk'];netral
