;komentar;label;step01
293;Pemain banyak yg baru debut, ada  yg abroad bru dateng, pemain debutan dan sty lagi bentuk chemistry antar pemain dan rotasi pun hampir 1 tim di match semalem. Tol0l bgt yg cmn liat kebobolan ama kalahnya doang;positif;pemain banyak yg baru debut ada yg abroad bru dateng pemain debutan dan sty lagi bentuk chemistry antar pemain dan rotasi pun hampir   tim di match semalem toll bgt yg cmn liat kebobolan ama kalahnya doang
294;Pelatih baru nanti dia jelas diuntungkan karena dapat skuad yang sudah bagus dan bisa dimainkan semua. Sedangkan STY selama jadi pelatih untuk dapat skuad bagus saja harus bertahap karena tidak semua ada dan bisa langsung dimainkan ðŸ¤·â€â™‚ï¸.;positif;pelatih baru nanti dia jelas diuntungkan karena dapat skuad yang sudah bagus dan bisa dimainkan semua sedangkan sty selama jadi pelatih untuk dapat skuad bagus saja harus be ahap karena tidak semua ada dan bisa langsung dimainkan
295;<username> Pelatih baru nanti dia jelas diuntungkan karena dapat skuad yang sudah bagus dan bisa dimainkan semua. Sedangkan STY selama jadi pelatih untuk dapat skuad bagus saja harus bertahap karena tidak semua ada dan bisa langsung dimainkan ðŸ¤·â€â™‚ï¸.;positif; pelatih baru nanti dia jelas diuntungkan karena dapat skuad yang sudah bagus dan bisa dimainkan semua sedangkan sty selama jadi pelatih untuk dapat skuad bagus saja harus be ahap karena tidak semua ada dan bisa langsung dimainkan
296;ada yg bilang â€œkami yang sadar akan proses tau coach apa yang anda lakukan tadi malamâ€  in sty we trustðŸ”¥;positif;ada yg bilang kami yang sadar akan proses tau coach apa yang anda lakukan tadi malam in sty we trust
297;"<username> Semoga yg gw harapin bener, klo sty masih nyembunyiin strategi bagusnya. Soalnya klo ngga, menurut gw permainan di jaman luis milla lebih enak diliat, apalagi jaman sty sekarang pemain skillnya udh bagus, dulu luis milla masih bnyak lokalan""";positif; semoga yg gw harapin bener klo sty masih nyembunyiin strategi bagusnya soalnya klo ngga menurut gw permainan di jaman luis milla lebih enak diliat apalagi jaman sty sekarang pemain skillnya udh bagus dulu luis milla masih bnyak lokalan
298;<username> <username> Piala Indonesia bagaimana? Yg professional ataupun yg youth? Cba renungkan <username> . Mau timnas main kek Jepang? Ya federasinya lah yg hrus muter otak. STY pelatih &amp  jelas hrus benenah tp klo mau dpet hsil yg lbh baik ya fundamentalnya dong di beresin;positif;  piala indonesia bagaimana yg professional ataupun yg youth cba renungkan  mau timnas main kek jepang ya federasinya lah yg hrus muter otak sty pelatih amp jelas hrus benenah tp klo mau dpet hsil yg lbh baik ya fundamentalnya dong di beresin
299;<username> <username> xixixiixi bagi STY Dendy kualitasnya setara Asia, Lilipaly AFF doang :);positif;  bagi sty dendy kualitasnya setara asia lilipaly aff doang
300;<username> Cuma berharap sty di piala asia nnti bisa lebih maksumal;positif; cuma berharap sty di piala asia nnti bisa lebih maksumal
301;Percuma sih ngerecokin dan hate pemain di sosmed, itu mh ibarat lu nyapu pasir di gurun  Justru kalian klo benerÂ² peduli sama timnas harusnya sadar Timnas di era STY pas dia diawal dan satu tahun kmren itu beda  Mungkin dia kehilangan teman diskusi, bisa aja kan;positif;percuma sih ngerecokin dan hate pemain di sosmed itu mh ibarat lu nyapu pasir di gurun justru kalian klo bener peduli sama timnas harusnya sadar timnas di era sty pas dia diawal dan satu tahun kmren itu beda mungkin dia kehilangan teman diskusi bisa aja kan
302;<username> Masuk bool lu un. Nanti aja anjir ngenilainya pas di piala Asia. Toh yg ngelolosin Indo ke piala Asia ya STY, bukan Kim Jong Un.;positif; masuk bool lu un nanti aja anjir ngenilainya pas di piala asia toh yg ngelolosin indo ke piala asia ya sty bukan kim jong un
303;hasil jarang sparing away salah satunya nih....dan jelas sty berusaha berexperiment...keep it up bro!;positif;hasil jarang sparing away salah satunya nih dan jelas sty berusaha bere keep it up bro
304;"<username> Sy sih justru optimis SM permainan babak ke2..ini cm laga uji coba utk explore dan experimen..di luar kesalahan bek timnas...permainan timnas babak ke 2 lbh menjanjikan...next Qt liat di leg ke 2 vs Libya..tentu STY akan pakai formasi yg agak serius""""";positif; sy sih justru optimis sm permainan babak ke ini cm laga uji coba utk dan di luar kesalahan bek timnas permainan timnas babak ke   lbh menjanjikan ne qt liat di leg ke   vs libya tentu sty akan pakai formasi yg agak serius
305;<username> woii... kasian napa ama mang Justin Hubner, dia baru debut, latian jg blm lama, c'mon lah, ni STY jg msh banyak eksperimen buat piala asia;positif; woii kasian napa ama mang justin hubner dia baru debut latian jg blm lama mon lah ni sty jg msh banyak eksperimen buat piala asia
306;<username> setujuu, sepertinya pertanyaan yg sama juga ada di kepala STY deh. underutilized mungkin rasanya. tp ngelihat pemain2 yg ada, posisi dia paling pas memang bek kanan sih. tengah sama belakang udah penuh sesak. tinggal gmn dia bersaing sama Asnawi aja.;positif; setujuu sepe inya pe anyaan yg sama juga ada di kepala sty deh underutilized mungkin rasanya tp ngelihat pemain yg ada posisi dia paling pas memang bek kanan sih tengah sama belakang udah penuh sesak tinggal gmn dia bersaing sama asnawi aja
307;<username> <username> izin menambahkan bungcep dan bungjoe, walaupun metode yang diterapkan STY, mulai dari pola makanan, latihan, hingga strategi sudah baik, tapi pihak klub dan pemainnya sendiri tidak koperatif, ya level timnas kita akan di situ situ saja;positif;  izin menambahkan bungcep dan bungjoe walaupun metode yang diterapkan sty mulai dari pola makanan latihan hingga strategi sudah baik tapi pihak klub dan pemainnya sendiri tidak koperatif ya level timnas kita akan di situ situ saja
308;<username> <username> Ini ujiang bagi STY atau Trosier. Siapa yg gagal kemungkinan bisa disepak dari kursi kepelatihan timnasnya masing2. In STY we trus, God please help us;positif;  ini ujiang bagi sty atau trosier siapa yg gagal kemungkinan bisa disepak dari kursi kepelatihan timnasnya masing in sty we trus god please help us
309;<username> <username> <username> Klo mnurut gw sih emg ada budaya sepak bola sih antara sty sm pemain naturalisasi..tp gw prcaya ini bakal jadi tmbh kaya pngalamannya sm gaya mainnya..lebih pasnya emg pressure yg dikasi ga ngotak sih..g ad trend positif yg dikasi dri publik ke mereka;positif;   klo mnurut gw sih emg ada budaya sepak bola sih antara sty sm pemain naturalisasi tp gw prcaya ini bakal jadi tmbh kaya pngalamannya sm gaya mainnya lebih pasnya emg pressure yg dikasi ga ngotak sih ad trend positif yg dikasi dri publik ke mereka
310;<username> Iya dih sty sampai piala asia ini jga gpp. Yang santer Van Bronckhorst..;positif; iya dih sty sampai piala asia ini jga gpp yang santer van bronckhorst
311;<username> <username> <username> Setuju, tgl 5 mungkin sty bakal ngacak lagi komposisi pemain nya atau final form nya nnti pas lawan iran di friendly ke 3 Buat amat bener banget, dia kayak nya jadi mentor aja deh atau asst sty buat backup sama coach nova, biar makin solid di lini belakang;positif;   setuju tgl   mungkin sty bakal ngacak lagi komposisi pemain nya atau final form nya nnti pas lawan iran di friendly ke   buat amat bener banget dia kayak nya jadi mentor aja deh atau asst sty buat backup sama coach nova biar makin solid di lini belakang
312;<username> Jangan diragukan lagi, Jerman pun di obok2 STY apalagi cuma Vietnam dan Jepang.;positif; jangan diragukan lagi jerman pun di obok sty apalagi cuma vietnam dan jepang
313;<username> <username> Justru itu sty itu bukan butuh yg cuma bisa cetak gol aja, tapi fisik ada, dan juga dendy ini untuk sementara menjelang ragnar masuk, lagian ngapain nonton liga indo atau ngikutin banget, toh liganya aja ga beres, jgn mengandalkan pemain liga lokal kalo bagian depan om wkwk;positif;  justru itu sty itu bukan butuh yg cuma bisa cetak gol aja tapi fisik ada dan juga dendy ini untuk sementara menjelang ragnar masuk lagian ngapain nonton liga indo atau ngikutin banget toh liganya aja ga beres jgn mengandalkan pemain liga lokal kalo bagian depan om wkwk
314;<username> <username> lah komen kok bodoh, noh liat jepang, berapa pemain yang main di liga jepang yang di panggil timnas, trus lu maunya sty memilih pemain yang main di liga indonesia dari pada pemain yang main di liga eropa;positif;  lah komen kok bodoh noh liat jepang berapa pemain yang main di liga jepang yang di panggil timnas trus lu maunya sty memilih pemain yang main di liga indonesia dari pada pemain yang main di liga eropa
315;<username> <username> <username> itu jadi hal yang lumrah atau tabu di federasi kita karena federasi juga ngasih target ke pelatih  tapi beberapa ada yang bilang gaya filosofi sty gak sesuai dengan gaya pemain keturunan yang bersifat eropa  gue cuman berharap sty ngasih yang terbaik aja buat timnas;positif;   itu jadi hal yang lumrah atau tabu di federasi kita karena federasi juga ngasih target ke pelatih tapi beberapa ada yang bilang gaya filosofi sty gak sesuai dengan gaya pemain keturunan yang bersifat eropa gue cuman berharap sty ngasih yang terbaik aja buat timnas
316;"<username> <username> Dulu pelatihnya ini di AFF bkin kejutan. Di puji puji tidak ada yg bisa memprediksi starting eleven STY"" Skrng bgini di hujat. Trgantung pemain, pemain tuh diksih tanggungjawab, suruh striker jd bek ya laksanakan. Tunggu aja di Piala Asia ini, klo ancur baru evaluasi.""";positif;  dulu pelatihnya ini di aff bkin kejutan di puji puji tidak ada yg bisa memprediksi sta ing eleven sty skrng bgini di hujat trgantung pemain pemain tuh diksih tanggungjawab suruh striker jd bek ya laksanakan tunggu aja di piala asia ini klo ancur baru evaluasi
317;<username> <username> <username> Nah ini lah lo termasuk org yg membentur-benturkan lokal sama naturalisasi korban omongan STY yg suka menjelek-jelekan lokal dan mengagung-agungkan naturalisasi.;positif;   nah ini lah lo termasuk org yg membentur benturkan lokal sama naturalisasi korban omongan sty yg suka menjelek jelekan lokal dan mengagung agungkan naturalisasi
318;Hubner bahkan blm latihan bareng tim, tp langsung dimainin sm STY. Fix jd pemain inti sih ini. Pertanyaannya, STY ttp mainin dia sbg LCB (posisi aslinya), walau pengalaman di senior masih mentah bgt, atau digeser jd DMF? Energi mudanya bs dimanfaatin jd ball winner di tengah.;positif;hubner bahkan blm latihan bareng tim tp langsung dimainin sm sty fix jd pemain inti sih ini pe anyaannya sty ttp mainin dia sbg lcb posisi aslinya walau pengalaman di senior masih mentah bgt atau digeser jd dmf energi mudanya bs dimanfaatin jd ball winner di tengah
319;<username> <username> kayaknya emang lagi pada underperform. terus juga sbnernya di uji coba kemarin STY lagi fokus bereksperimen. Witan aja dijadiin RB semalam, padahal stok RB timnas masih ada Walsh, Asnawi. Tapi lebih milih nyoba Witan di RB. harusnya laga uji coba tuh jangan ditayangin.;positif;  kayaknya emang lagi pada underperform terus juga sbnernya di uji coba kemarin sty lagi fokus bereksperimen witan aja dijadiin rb semalam padahal stok rb timnas masih ada walsh asnawi tapi lebih milih nyoba witan di rb harusnya laga uji coba tuh jangan ditayangin
320;<username> <username> <username> <username> Klo mSih goblok ya emank pemain kita yg levelnya segitu,,itu fakta. Jangankan STY,Pep Guardiola pun klo latih timnas kita bisa mendadak tololðŸ˜Ž;positif;    klo msih goblok ya emank pemain kita yg levelnya segitu itu fakta jangankan sty pep guardiola pun klo latih timnas kita bisa mendadak tolol
321;<username> Sty sengaja mainin dulu banyak pemain lokal buat jadi perbandingan gimana kualitas yg main di liga 1 sama kualitas pemain yg di liga luar;positif; sty sengaja mainin dulu banyak pemain lokal buat jadi perbandingan gimana kualitas yg main di liga   sama kualitas pemain yg di liga luar
322;<username> <username> Positifnya uji coba ini kalau STY &amp  tim jadi tau kelemahan mereka saat uji coba + berusaha lebih baik saat piala asia nanti  Negatifnya kena mental  Semoga jauh lebih baik dari kemarin pas piala asia nanti;positif;  positifnya uji coba ini kalau sty amp tim jadi tau kelemahan mereka saat uji coba berusaha lebih baik saat piala asia nanti negatifnya kena mental semoga jauh lebih baik dari kemarin pas piala asia nanti
323;<username> <username> <username> kerasa jomplang banget ngeliat pasing pemain pure indonesia sama half blod hehe,berarti sty bener minta pemain keturunan;positif;   kerasa jomplang banget ngeliat pasing pemain pure indonesia sama half blod hehe bera i sty bener minta pemain keturunan
324;<username> <username> Hooh makanya, diganti semua pemain jadi semoga bener aja eksperimen sty;positif;  hooh makanya diganti semua pemain jadi semoga bener aja eksperimen sty
325;<username> Tenang maseeee percaya STYðŸ˜;positif; tenang maseeee percaya sty
326;<username> <username> Namanya ujicoba,lu pernah liat sty pake formasi kemaren? Baru bgt itu,apalagi justin blm sampe 1 hari latihan blm baru debut juga;positif;  namanya ujicoba lu pernah liat sty pake formasi kemaren baru bgt itu apalagi justin blm sampe   hari latihan blm baru debut juga
327;<username> taktik STY ini biar kekuatan sesungguhnya timnas gak ketahuan oleh lawan di fase grup piala AFC hha;positif; taktik sty ini biar kekuatan sesungguhnya timnas gak ketahuan oleh lawan di fase grup piala afc hha
328;Selalu saya katakan ke <username>, olah raga itu hrs independen, Bila dicampur aduk dgn politik, hancur.   Apakah STY salah, gak bagus? Tidak. Bibit Pesepak Bola kita yg blm ada utk level asia bahkan dunia. Utk Level Asia Tenggara saja kita sdh dikejar vietnam dan Myanmar. Malu https://t.co/dGqwY5LPPo;positif;selalu saya katakan ke  olah raga itu hrs independen bila dicampur aduk dgn politik hancur apakah sty salah gak bagus tidak bibit pesepak bola kita yg blm ada utk level asia bahkan dunia utk level asia tenggara saja kita sdh dikejar vietnam dan myanmar malu codgqwylppo
329;<username> <username> Netizen maunya menang mulu ðŸ˜…, wajar lah STY nyoba semua pemain namanya juga friendly match;positif;  netizen maunya menang mulu wajar lah sty nyoba semua pemain namanya juga friendly match
330;"<username> Seinget gw komentator blg gini dgn hadirnya bberapa pemain baru, sty mencoba beberapa posisi dalam laga ini.. """"";positif; seinget gw komentator blg gini dgn hadirnya bberapa pemain baru sty mencoba beberapa posisi dalam laga ini
331;<username> Lha gimana, Timnas bukan buat ngatur gimana main bola yg bener, gimana penempatan yg bener, itu kan tugas klub. Di Timnas tinggal panen hasil yg udah bener di liga maupun klub, sedikit banyak itu yg bikin STY ngambilin pemain2 diaspora;positif; lha gimana timnas bukan buat ngatur gimana main bola yg bener gimana penempatan yg bener itu kan tugas klub di timnas tinggal panen hasil yg udah bener di liga maupun klub sedikit banyak itu yg bikin sty ngambilin pemain diaspora
332;<username> Kebiasaan STY. Kalau ujicoba suka bapuk. Pas main di turnamen apa FMD gacoorr;positif; kebiasaan sty kalau ujicoba suka bapuk pas main di turnamen apa fmd gacoorr
333;<username> <username> <username> Sty minta naturalisasi itu karena lokal kita ngampas. Kalo lokal bagus y pake lokal g naturalisasi, kaya pas ngelatih korsel. Tolong dong logika dipake ðŸ˜Œ;positif;   sty minta naturalisasi itu karena lokal kita ngampas kalo lokal bagus pake lokal naturalisasi kaya pas ngelatih korsel tolong dong logika dipake
334;<username> <username> <username> Yahhhh kebiasaan netijen kita  Bahkan udah ada yg nyuruh nyoret justin dan teriak sty out ðŸ˜´ Bandingkan saat Indonesia menang WO kontra Libya di GBK 2008;positif;   yahhhh kebiasaan netijen kita bahkan udah ada yg nyuruh nyoret justin dan teriak sty out bandingkan saat indonesia menang wo kontra libya di gbk  
335;<username> Ini strategi STY, menyembunyikan kekuatan timnas yg sebenarnya, agar tidak dipantau Irak/Jepang/Vietnam di laga Asia nanti (ini contoh twit pemuja STY);positif; ini strategi sty menyembunyikan kekuatan timnas yg sebenarnya agar tidak dipantau irakjepangvietnam di laga asia nanti ini contoh twit pemuja sty
336;<username> <username> Pujian adalah racun. Termasuk sty, udh cukup maklumisasi, saatnya kasih kritikan pedas;positif;  pujian adalah racun termasuk sty udh cukup maklumisasi saatnya kasih kritikan pedas
337;STY masih berproses, yes   ðŸ¤Œ;positif;sty masih berproses yes
338;<username> yup bisa jadi kaya gini, karna dari awal sebenernya Arhan sudah masuk skema STY tapi kl dr performa kerasa bgt penurunannya karna ga main reguler;positif; yup bisa jadi kaya gini karna dari awal sebenernya arhan sudah masuk skema sty tapi kl dr performa kerasa bgt penurunannya karna ga main reguler
339;<username> <username> Seenggaknya netijen gak spesifik ngehujat pemain siapa siapanya ndos wk. Paling sty yg kena, tp ya sty mana peduli, uji tanding gak ada target menang terusðŸ¤£;positif;  seenggaknya netijen gak spesifik ngehujat pemain siapa siapanya ndos wk paling sty yg kena tp ya sty mana peduli uji tanding gak ada target menang terus
340;<username> Masih seru sih antara Arhan-Edo. Walau STY kecenderungannya bakal ttp pilih Arhan.;positif; masih seru sih antara arhan edo walau sty kecenderungannya bakal ttp pilih arhan
341;"<username> <username> <username> <username> Kalo dr berita yg beredar gt match kmrn match biasa, pas jumat besok baru masuk fifa match A, mskpn match biasa yaa sty nii kebiasaan suka nyoba hal diluar nalar yg bkin naik darah wkwkwk""";positif;    kalo dr berita yg beredar gt match kmrn match biasa pas jumat besok baru masuk fifa match mskpn match biasa yaa sty nii kebiasaan suka nyoba hal diluar nalar yg bkin naik darah wkwkwk
342;<username> Mourinho, Allegri, Guardiola juga bakal nyerah dengan skuat Timnas. Emang dari fundamentalnya aja gak megang. Makanya STY bisa bawa tim ini lolos ke Asian Cup aja udah ajaib;positif; mourinho allegri guardiola juga bakal nyerah dengan skuat timnas emang dari fundamentalnya aja gak megang makanya sty bisa bawa tim ini lolos ke asian cup aja udah ajaib
343;Kalah, Seri Menang itu hal yang wajar di sepakbola, kita tetap dukung apapun hasilnya, kritik sewajarnya jangan bawa2 local/naturalisasi, sama-sama cinta bola dan untuk lambang Garuda di dada ðŸ¦…ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©â™¥ï¸â™¥ï¸  kami akan terus support dimanapun kamu berada, dan dalam keadaan apapun â™¥ï¸ https://t.co/Nopv5d69Ol;positif;kalah seri menang itu hal yang wajar di sepakbola kita tetap dukung apapun hasilnya kritik sewajarnya jangan bawa localnaturalisasi sama sama cinta bola dan untuk lambang garuda di dada kami akan terus suppo  dimanapun kamu berada dan dalam keadaan apapun conopvdol
344;"Supporter bola indo ini sdmnya pada rendah, yg mrk ngerti tuh cuma bagian naturalisasi saja. Seketika mrk lupa gmn mrk merendahkan pemain lokal. Yg ngrendahin pemain naturalisasi mah cuma beberapa tp dibikin heboh, sdngkn yg ngrendahin pemain lokal smpe bawa personal tuh banyak""";positif;suppo er bola indo ini sdmnya pada rendah yg mrk nge i tuh cuma bagian naturalisasi saja seketika mrk lupa gmn mrk merendahkan pemain lokal yg ngrendahin pemain naturalisasi mah cuma beberapa tp dibikin heboh sdngkn yg ngrendahin pemain lokal smpe bawa personal tuh banyak
345;gue plg benci sm akunâ€ bola indo yang mengandalkan drama2 ga penting buat mendongkrak popularitasnya.  masalah naturalisasi dan pelatih itu ibaratnya paling nomor bontot kalo masalah prioritas;positif;gue plg benci sm akun bola indo yang mengandalkan drama ga penting buat mendongkrak popularitasnya masalah naturalisasi dan pelatih itu ibaratnya paling nomor bontot kalo masalah prioritas
346;Malaysia juga banyak menggunakan pemain keturunan dan naturalisasi.  Jumlah ini lebih banyak dari Indonesia yang saat ini diisi oleh 8 pemain keturunan yang dinaturalisasi untuk Piala Asia 2023.  ðŸ“¸Pengamatsepakbola  #galerisepakbola #timnas #timnasday #timnasindonesia https://t.co/qdJRrL1BZX;positif;malaysia juga banyak menggunakan pemain keturunan dan naturalisasi jumlah ini lebih banyak dari indonesia yang saat ini diisi oleh   pemain keturunan yang dinaturalisasi untuk piala asia   pengamatsepakbola coqdjrrlbzx
347;<username> <username> ya deh bang, gua ga bertujuan membela naturalisasi ataupun membela hasil buruk timnas, tetapi meluruskan kalau main bola tidak semudah melihat hasil pertandingan;positif;  ya deh bang gua ga be ujuan membela naturalisasi ataupun membela hasil buruk timnas tetapi meluruskan kalau main bola tidak semudah melihat hasil pe andingan
348;<username> <username> inggris france aja yg jago maen bola msh byk naturalisasi;positif;  inggris france aja yg jago maen bola msh byk naturalisasi
349;<username> <username> emang nya main bola, kumpulin orang langsung main, trus langsung hebat?, kan butuh penyesuaian bang  kalau benerin pembinaan dan perbanyak kompetisi gw juga setuju bang  tapi kalau konteks naturalisasi, yah sabar aja sampai lihat di piala asia.;positif;  emang nya main bola kumpulin orang langsung main trus langsung hebat kan butuh penyesuaian bang kalau benerin pembinaan dan perbanyak kompetisi gw juga setuju bang tapi kalau konteks naturalisasi yah sabar aja sampai lihat di piala asia
350;<username> <username> <username> Klo mnurut gw sih emg ada budaya sepak bola sih antara sty sm pemain naturalisasi..tp gw prcaya ini bakal jadi tmbh kaya pngalamannya sm gaya mainnya..lebih pasnya emg pressure yg dikasi ga ngotak sih..g ad trend positif yg dikasi dri publik ke mereka;positif;   klo mnurut gw sih emg ada budaya sepak bola sih antara sty sm pemain naturalisasi tp gw prcaya ini bakal jadi tmbh kaya pngalamannya sm gaya mainnya lebih pasnya emg pressure yg dikasi ga ngotak sih ad trend positif yg dikasi dri publik ke mereka
351;<username> Pemain yg sekarang aq lihat ga banyak tingkah kayak si diego ini malah banyak ngasih hal2 positif kayak sandy negur halus jangan terlalu banyak ngemil coklat..hal2 seperti ini yg ga dilihat sama kaum yg kontra naturalisasi,ya ga bro <username>..ðŸ˜‚ðŸ˜‚;positif; pemain yg sekarang aq lihat ga banyak tingkah kayak si diego ini malah banyak ngasih hal positif kayak sandy negur halus jangan terlalu banyak ngemil coklat hal sepe i ini yg ga dilihat sama kaum yg kontra naturalisasi ya ga bro 
352;<username> Kurangnya Timnas  Masih perlu pemain Naturalisasi. Ayo PSSI lebih giat lagi cari orang-orang yang mau jadi WNI dan pemain bola yang bagus biar prestasi kita terangkat paling tidak di level Asia, kalo perlu full team dan pemain cadangan juga.;positif; kurangnya timnas masih perlu pemain naturalisasi ayo pssi lebih giat lagi cari orang orang yang mau jadi wni dan pemain bola yang bagus biar prestasi kita terangkat paling tidak di level asia kalo perlu full team dan pemain cadangan juga
353;<username> <username> Main bola nunggu ,bukan jemput bola , seklas pemain naturalisasi jd bingung mau ngumpan akhirnya balik lg oper belakang wkwk. Umpang crosing udah kalah tinggi postur;positif;  main bola nunggu bukan jemput bola seklas pemain naturalisasi jd bingung mau ngumpan akhirnya balik lg oper belakang wkwk umpang crosing udah kalah tinggi postur
354;Bacot ih, lokal ataupun naturalisasi kalo ga klop atau chemistrynya kureng yaa ga bakalan bagus mainnya. Gue malu anjir, fans2 bola indo  pada tolol2,salah dikit kritiknya kemana2, org yg udh ga main di babak 2 aja masih aja disuruh keluar, y gimana mau keluar, masuk aja gaðŸ˜­;positif;bacot ih lokal ataupun naturalisasi kalo ga klop atau chemistrynya kureng yaa ga bakalan bagus mainnya gue malu anjir fans bola indo pada tolol salah dikit kritiknya kemana org yg udh ga main di babak   aja masih aja disuruh keluar gimana mau keluar masuk aja ga
355;Untuk lini serang? Gak bisa berword-word. Dikasih bola bawah kerebut. Dikasih bola atas kalah duel. Dan serung cenderung memaksakan. Fix, waktunya naturalisasi Erling Haaland dan Mbappe.;positif;untuk lini serang gak bisa berword word dikasih bola bawah kerebut dikasih bola atas kalah duel dan serung cenderung memaksakan fix waktunya naturalisasi erling haaland dan mbappe
356;<username> bola lebih ngalir, emang butuh full naturalisasi ini mah;positif; bola lebih ngalir emang butuh full naturalisasi ini mah
357;<username> Bisa yuk full pemain naturalisasi, gw capek ngeliat batang kayu maen bolaðŸ™;positif; bisa yuk full pemain naturalisasi gw capek ngeliat batang kayu maen bola
358;<username> <username> Awas nanti pengamat Indonesia yg paham sepak bola Indonesia bilang oh ini salah pelatih bukan pemain padahal suporter liat ya elah pemain local main gini piala Asia di obok2 doang full naturalisasi juga gak apa2 setidaknya punya gaya main gak gampang salah pasing sama 1vs1 kalah;positif;  awas nanti pengamat indonesia yg paham sepak bola indonesia bilang oh ini salah pelatih bukan pemain padahal supo er liat ya elah pemain local main gini piala asia di obok doang full naturalisasi juga gak apa setidaknya punya gaya main gak gampang salah pasing sama  vs kalah
359;naturalisasi semua pemain bola yg di dunia!!! ðŸ™Œ;positif;naturalisasi semua pemain bola yg di dunia
360;<username> <username> <username> <username> Lu nnton match mana idiottt, ga liat lawan turkmenistan? ga liat U23? Liat lg dek chemistry U23 lebih mateng bisa tiki taka main bola pendek gak kek senior yg full naturalisasi main msh longball KACAUU.. orang kek elu sampahÂ² fans timnas liat bola ga objektif memek;positif;    lu nnton match mana idiottt ga liat lawan turkmenistan ga liat u liat lg dek chemistry u lebih mateng bisa tiki taka main bola pendek gak kek senior yg full naturalisasi main msh longball kacauu orang kek elu sampah fans timnas liat bola ga objektif memek
361;<username> Terbaik?. Di atas kertas sih harusnya iya terbaik. Tp sepak bola gk bs diprediksi dg kuantitatif. Justru ini spt tamparan keras utk kita sendiri. Kita sibuk banget harus naturalisasi pemain demi menyesuaikan level timnas kita, sdgkan ada halÂ² lain yg perlu utk dikembangkan juga.;positif; terbaik di atas ke as sih harusnya iya terbaik tp sepak bola gk bs diprediksi dg kuantitatif justru ini spt tamparan keras utk kita sendiri kita sibuk banget harus naturalisasi pemain demi menyesuaikan level timnas kita sdgkan ada hal lain yg perlu utk dikembangkan juga
362;"<username> <username> Makanya gw bilang gtu. Pemain indo yg abord aja kualitasnya masih gtu aja. Sok""an nolak pemain naturalisasi yg main di eropa. Setidaknya dr pemahaman bola diatas pemain indo yg passing kontrol masih ancur""an. So gk usah dah teriak"" lokal pride lagi kalo kualitas gtu"" aja...""";positif;  makanya gw bilang gtu pemain indo yg abord aja kualitasnya masih gtu aja sokan nolak pemain naturalisasi yg main di eropa setidaknya dr pemahaman bola diatas pemain indo yg passing kontrol masih ancuran so gk usah dah teriak lokal pride lagi kalo kualitas gtu aja
363;<username> <username> <username> Ya kan memang keturunan, substansinya apa kalo beliau tu keturunan? Daftar capres bisa, UU tidak melarang, sederhananya main bola aja bisa naturalisasi, mereka bisa membela Indonesia. Ahok aja bisa jadi bupati jadi gubernur. Mikir! Yg tidak boleh itu mengutak-Atik UU lewat MK;positif;   ya kan memang keturunan substansinya apa kalo beliau tu keturunan daftar capres bisa uu tidak melarang sederhananya main bola aja bisa naturalisasi mereka bisa membela indonesia ahok aja bisa jadi bupati jadi gubernur mikir yg tidak boleh itu mengutak atik uu lewat mk
364;<username> <username> <username> Gk ada yang di akalin. Semua sesuai prosedur naturalisasi.  ternyata emang hate speech saja daritadi argumen mu. ðŸ¤­  Dah kelihatan dungu nya.  Ya emang naturalisasi tujuan nya sepak bola. Emang mau buat apa?? Nambah pasukan TNI? ðŸ¤£  Bahasa Indonesia gk wajib dalam naturalisasi;positif;   gk ada yang di akalin semua sesuai prosedur naturalisasi ternyata emang hate speech saja daritadi argumen mu dah kelihatan dungu nya ya emang naturalisasi tujuan nya sepak bola emang mau buat apa nambah pasukan tni bahasa indonesia gk wajib dalam naturalisasi
365;"<username> <username> <username> Akan""  Paham dong?? Yakali gk pahamðŸ¤£ Cadangan?? Wkwkwwk pemain naturalisasi harus 100% main gitu? ðŸ¤£ walau cidera wajib dimainkan? Dungu. Cadangan dalam sepak bola itu wajar. Buset akal sehat nya hilang. Rotasi dalam tim itu penting blok ðŸ¤£""";positif;   akan paham dong yakali gk paham cadangan wkwkwwk pemain naturalisasi harus   main gitu walau cidera wajib dimainkan dungu cadangan dalam sepak bola itu wajar buset akal sehat nya hilang rotasi dalam tim itu penting blok
366;<username> <username> Ngeri Sekali, hari gini masih Bicara RAS!, Bukankah ketika sudah menjadi Warga Negara Indonesia Memiliki Hak yang sama, anda harus banyak belajar dari sepak Bola Indonesia, Yang Naturalisasi saja memiliki Hak yang sama apalagi yang lahir dan Besar di Negri ini.;positif;  ngeri sekali hari gini masih bicara ras bukankah ketika sudah menjadi warga negara indonesia memiliki hak yang sama anda harus banyak belajar dari sepak bola indonesia yang naturalisasi saja memiliki hak yang sama apalagi yang lahir dan besar di negri ini
367;<username> <username> <username> <username> Udah ada aturan nya soal naturalisasi. Dan selama ini naturalisasi pemain bola di sahkan oleh dpr dan gk ada masalah.   Pemerintah gk ribet. Kok elu ribet?? ðŸ¤­ wkwkwkwkw dungu;positif;    udah ada aturan nya soal naturalisasi dan selama ini naturalisasi pemain bola di sahkan oleh dpr dan gk ada masalah pemerintah gk ribet kok elu ribet wkwkwkwkw dungu
